time,pos1,pos2,vel1,vel2,tau1,tau2
6.650000000000004796e-01,1.969456964733021120e+00,-1.681265447347991104e+00,6.418476759864542913e+00,1.065293709845371239e+01,5.000000000000000000e+00,0.000000000000000000e+00
6.700000000000004841e-01,2.000648546310485720e+00,-1.626705190705401538e+00,6.056261648913189966e+00,1.116931195319677350e+01,5.000000000000000000e+00,0.000000000000000000e+00
6.750000000000004885e-01,2.030003140932819417e+00,-1.569590279384970755e+00,5.684183220192452701e+00,1.167491633556730335e+01,5.000000000000000000e+00,0.000000000000000000e+00
6.800000000000004929e-01,2.057478904439717926e+00,-1.509972734734492894e+00,5.305218943996877101e+00,1.217049345204273791e+01,5.000000000000000000e+00,0.000000000000000000e+00
6.850000000000004974e-01,2.083048681615793374e+00,-1.447900772183369211e+00,4.922262605279372316e+00,1.265680728477237693e+01,5.000000000000000000e+00,0.000000000000000000e+00
6.900000000000005018e-01,2.106699541278740817e+00,-1.383418946024618235e+00,4.538109513756619862e+00,1.313453864714707287e+01,5.000000000000000000e+00,0.000000000000000000e+00
6.950000000000005063e-01,2.128432297229161385e+00,-1.316568888146631311e+00,4.155466179431583917e+00,1.360415000896590065e+01,4.880825594536854162e+00,0.000000000000000000e+00
7.000000000000005107e-01,2.148246802785951814e+00,-1.247371262719112250e+00,3.771220088952794480e+00,1.407361713968219519e+01,4.419529426841292796e+00,0.000000000000000000e+00
7.050000000000005151e-01,2.166098920409492479e+00,-1.175763412501568350e+00,3.370800355455442876e+00,1.456853534099836978e+01,3.957902460549395318e+00,0.000000000000000000e+00
7.100000000000005196e-01,2.181910642112686816e+00,-1.101606164688107459e+00,2.955307396105744111e+00,1.509373451643296171e+01,3.491402542233680073e+00,0.000000000000000000e+00
7.150000000000005240e-01,2.195607958071222221e+00,-1.024733635894996331e+00,2.525250019537231161e+00,1.565504664967771653e+01,3.014672592504638704e+00,0.000000000000000000e+00
7.200000000000005285e-01,2.207117890580839070e+00,-9.449480939931134138e-01,2.080551405500064899e+00,1.625933552313451003e+01,2.520535640044883063e+00,0.000000000000000000e+00
7.250000000000005329e-01,2.216365540696622727e+00,-8.620146786604839795e-01,1.620553240249008153e+00,1.691450826652446082e+01,2.000399599855013921e+00,0.000000000000000000e+00
7.300000000000005373e-01,2.223271397640793179e+00,-7.756566047526967100e-01,1.144126141181477152e+00,1.762928231684167812e+01,1.689389819369625734e+00,0.000000000000000000e+00
7.350000000000005418e-01,2.227787152808300863e+00,-6.856284603442216463e-01,6.652251341210124735e-01,1.838142401342755150e+01,1.265067025919227373e+00,0.000000000000000000e+00
7.400000000000005462e-01,2.229892321071550221e+00,-5.917183217395183270e-01,1.809000198287037953e-01,1.918008750920175487e+01,6.925251728368840842e-01,0.000000000000000000e+00
7.450000000000005507e-01,2.229548792518071920e+00,-4.936634582940450655e-01,-3.128078107509500438e-01,2.003604688165407666e+01,4.796248148305696235e-01,0.000000000000000000e+00
7.500000000000005551e-01,2.226794842667873642e+00,-3.913652964862476824e-01,-7.805447403016443353e-01,2.087040621282769237e+01,1.657530963946063363e-02,0.000000000000000000e+00
7.550000000000005596e-01,2.221756487424699333e+00,-2.849349103330008348e-01,-1.223246200139132212e+00,2.168006147842037024e+01,-6.138160217283639142e-03,0.000000000000000000e+00
7.600000000000005640e-01,2.214695385208131917e+00,-1.748314762153534985e-01,-1.585317852585832910e+00,2.232763597855617022e+01,-1.729650950400524745e-01,0.000000000000000000e+00
7.650000000000005684e-01,2.206048754755375985e+00,-6.197232942251244825e-02,-1.853847036187732389e+00,2.277216073819764830e+01,1.854597162320847925e-02,0.000000000000000000e+00
7.700000000000005729e-01,2.196403150361091683e+00,5.232297885213223199e-02,-1.983158658186445322e+00,2.289705346215822956e+01,-4.701463028991392790e-02,0.000000000000000000e+00
7.750000000000005773e-01,2.186414317471089941e+00,1.665459295954663521e-01,-1.992268904397945350e+00,2.274631304911026675e+01,1.997284570255015157e-01,0.000000000000000000e+00
7.800000000000005818e-01,2.176714806729977969e+00,2.792559727178760554e-01,-1.871151939605276704e+00,2.230232499297391513e+01,2.590084538414419435e-01,0.000000000000000000e+00
7.850000000000005862e-01,2.167855178170255748e+00,3.892526525349789823e-01,-1.661005965586476618e+00,2.167402358584754296e+01,4.375011622252859000e-01,0.000000000000000000e+00
7.900000000000005906e-01,2.160230875642880299e+00,4.957632423639367070e-01,-1.381581944777428461e+00,2.092043797548610939e+01,6.950770034298434652e-01,0.000000000000000000e+00
7.950000000000005951e-01,2.154135799035014731e+00,5.983130814681895115e-01,-1.052981553783776558e+00,2.009960602289519827e+01,-1.311253999901679457e+00,0.000000000000000000e+00
